Study_File,Participant_ID,Age,Gender,Grade,Testing_Channel
study4_memory_data.csv,12,60,Female,Resident,Campus resident session
study4_memory_data.csv,13,20,Female,Year 2,Campus session
study4_memory_data.csv,14,25,Female,Resident,Campus resident session
study4_memory_data.csv,15,19,Female,Year 1,Campus session
study4_memory_data.csv,16,21,Male,Year 3,Online/network test
study4_memory_data.csv,17,18,Female,Year 2,Campus session
study4_memory_data.csv,18,47,Female,Resident,Campus resident session
study4_memory_data.csv,19,26,Male,Resident,Campus resident session
study4_memory_data.csv,20,21,Female,Year 1,Online/network test
study4_memory_data.csv,21,38,Male,Resident,Campus resident session
study4_memory_data.csv,22,19,Female,Year 1,Campus session
study4_memory_data.csv,23,54,Female,Resident,Campus resident session
study4_memory_data.csv,24,22,Male,Year 1,Campus session
study4_memory_data.csv,25,19,Male,Year 3,Online/network test
study4_memory_data.csv,26,21,Male,Year 2,Campus session
study4_memory_data.csv,27,20,Female,Year 3,Campus session
study4_memory_data.csv,28,21,Female,Year 3,Online/network test
study4_memory_data.csv,29,19,Male,Year 1,Online/network test
study4_memory_data.csv,30,20,Male,Year 3,Campus session
study4_memory_data.csv,31,42,Female,Resident,Campus resident session
study4_memory_data.csv,32,19,Male,Year 2,Campus session
study4_memory_data.csv,33,19,Male,Year 1,Online/network test
study4_memory_data.csv,34,20,Female,Year 1,Online/network test
study4_memory_data.csv,35,22,Male,Year 3,Campus session
study4_memory_data.csv,36,18,Male,Year 3,Campus session
study4_memory_data.csv,37,33,Male,Resident,Campus resident session
study4_memory_data.csv,38,21,Female,Year 2,Campus session
study4_memory_data.csv,39,19,Male,Year 1,Online/network test
study4_memory_data.csv,40,36,Female,Resident,Campus resident session
study4_memory_data.csv,41,22,Female,Year 1,Campus session
study4_memory_data.csv,42,20,Female,Year 1,Online/network test
study4_memory_data.csv,43,20,Male,Year 1,Online/network test
study4_memory_data.csv,44,21,Female,Year 2,Online/network test
study4_memory_data.csv,45,18,Male,Year 2,Online/network test
study4_memory_data.csv,46,47,Female,Resident,Campus resident session
study4_memory_data.csv,47,36,Female,Resident,Campus resident session
study4_memory_data.csv,48,21,Female,Year 2,Campus session
study4_memory_data.csv,49,43,Male,Resident,Campus resident session
study4_memory_data.csv,50,20,Female,Year 2,Campus session
study4_memory_data.csv,51,20,Female,Year 2,Online/network test
study4_memory_data.csv,52,42,Female,Resident,Campus resident session
study4_memory_data.csv,53,18,Female,Year 2,Campus session
study4_memory_data.csv,54,21,Female,Year 2,Online/network test
study4_memory_data.csv,55,20,Male,Year 3,Online/network test
study4_memory_data.csv,56,19,Female,Year 2,Campus session
study4_memory_data.csv,57,36,Male,Resident,Campus resident session
study4_memory_data.csv,58,21,Female,Year 3,Online/network test
study4_memory_data.csv,59,20,Female,Year 3,Campus session
study4_memory_data.csv,60,22,Female,Year 2,Online/network test
study4_memory_data.csv,61,20,Male,Year 2,Campus session
study4_memory_data.csv,62,21,Female,Year 1,Campus session
study4_memory_data.csv,63,20,Female,Year 3,Campus session
study4_memory_data.csv,64,59,Male,Resident,Campus resident session
study4_memory_data.csv,65,20,Male,Year 2,Campus session
study4_memory_data.csv,66,21,Male,Year 1,Campus session
study4_memory_data.csv,67,20,Female,Year 3,Campus session
study4_memory_data.csv,68,20,Male,Year 3,Campus session
study4_memory_data.csv,69,20,Female,Year 1,Online/network test
study4_memory_data.csv,70,21,Female,Year 2,Online/network test
study4_memory_data.csv,71,21,Male,Year 1,Campus session
study4_memory_data.csv,72,19,Male,Year 1,Online/network test
study4_memory_data.csv,73,21,Male,Year 2,Campus session
study4_memory_data.csv,74,20,Male,Year 3,Campus session
study4_memory_data.csv,75,46,Female,Resident,Campus resident session
study4_memory_data.csv,76,25,Prefer not to say,Resident,Campus resident session
study4_memory_data.csv,77,43,Male,Resident,Campus resident session
study4_memory_data.csv,78,20,Male,Year 1,Campus session
study4_memory_data.csv,79,36,Female,Resident,Campus resident session
study4_memory_data.csv,80,48,Male,Resident,Campus resident session
study4_memory_data.csv,81,35,Female,Resident,Campus resident session
study4_memory_data.csv,82,19,Female,Year 1,Campus session
study4_memory_data.csv,83,22,Female,Year 3,Campus session
study4_memory_data.csv,84,22,Male,Year 3,Campus session
study4_memory_data.csv,85,41,Male,Resident,Campus resident session
study4_memory_data.csv,86,19,Male,Year 1,Campus session
study4_memory_data.csv,87,18,Male,Year 1,Campus session
study4_memory_data.csv,88,45,Male,Resident,Campus resident session
study4_memory_data.csv,89,48,Female,Resident,Campus resident session
study4_memory_data.csv,90,20,Male,Year 1,Campus session
study4_memory_data.csv,91,32,Male,Resident,Campus resident session
study4_memory_data.csv,92,21,Female,Year 1,Campus session
study4_memory_data.csv,93,20,Female,Year 2,Online/network test
study4_memory_data.csv,94,19,Male,Year 3,Campus session
study4_memory_data.csv,95,39,Female,Resident,Campus resident session
study4_memory_data.csv,96,20,Female,Year 3,Campus session
study4_memory_data.csv,97,20,Female,Year 2,Campus session
study4_memory_data.csv,98,22,Female,Year 1,Campus session
study4_memory_data.csv,99,18,Female,Year 3,Campus session
study4_memory_data.csv,100,38,Male,Resident,Campus resident session
study4_memory_data.csv,101,18,Female,Year 3,Online/network test
study4_memory_data.csv,102,20,Male,Year 1,Online/network test
study4_memory_data.csv,103,19,Male,Year 3,Online/network test
study4_memory_data.csv,104,21,Prefer not to say,Year 3,Campus session
study4_memory_data.csv,105,19,Male,Year 2,Online/network test
study4_memory_data.csv,106,21,Male,Year 2,Online/network test
study4_memory_data.csv,107,36,Female,Resident,Campus resident session
study4_memory_data.csv,108,55,Male,Resident,Campus resident session
study4_memory_data.csv,109,20,Female,Year 2,Campus session
study4_memory_data.csv,110,19,Female,Year 3,Online/network test
study4_memory_data.csv,111,45,Male,Resident,Campus resident session
study4_memory_data.csv,112,21,Female,Year 2,Online/network test
study4_memory_data.csv,113,19,Male,Year 2,Online/network test
study4_memory_data.csv,114,20,Female,Year 1,Online/network test
study4_memory_data.csv,115,31,Female,Resident,Campus resident session
study4_memory_data.csv,116,20,Female,Year 2,Campus session
study4_memory_data.csv,117,49,Female,Resident,Campus resident session
study4_memory_data.csv,118,58,Male,Resident,Campus resident session
study4_memory_data.csv,119,22,Male,Year 1,Campus session
study4_memory_data.csv,120,20,Male,Year 3,Campus session
study4_memory_data.csv,121,23,Female,Year 2,Campus session
study4_memory_data.csv,122,19,Female,Year 1,Online/network test
study4_memory_data.csv,123,22,Male,Year 3,Online/network test
study4_memory_data.csv,124,50,Male,Resident,Campus resident session
study4_memory_data.csv,125,20,Female,Year 1,Online/network test
study4_memory_data.csv,126,20,Male,Year 1,Online/network test
study4_memory_data.csv,127,20,Female,Year 2,Campus session
study4_memory_data.csv,128,30,Female,Resident,Campus resident session
study4_memory_data.csv,129,38,Female,Resident,Campus resident session
study4_memory_data.csv,130,51,Female,Resident,Campus resident session
study4_memory_data.csv,131,36,Female,Resident,Campus resident session
study4_memory_data.csv,132,20,Male,Year 1,Online/network test
study4_memory_data.csv,133,19,Female,Year 1,Campus session
study4_memory_data.csv,134,45,Male,Resident,Campus resident session
study4_memory_data.csv,135,18,Male,Year 2,Online/network test
study4_memory_data.csv,136,24,Female,Year 1,Campus session
study4_memory_data.csv,137,20,Female,Year 1,Campus session
study4_memory_data.csv,138,48,Female,Resident,Campus resident session
study4_memory_data.csv,139,20,Male,Year 2,Online/network test
study4_memory_data.csv,140,22,Female,Year 3,Campus session
study4_memory_data.csv,141,35,Male,Resident,Campus resident session
study4_memory_data.csv,142,20,Female,Year 1,Online/network test
study4_memory_data.csv,143,20,Male,Year 2,Online/network test
study4_memory_data.csv,144,21,Male,Year 2,Campus session
study4_memory_data.csv,145,18,Male,Year 1,Campus session
study4_memory_data.csv,146,20,Female,Year 3,Campus session
study4_memory_data.csv,147,41,Male,Resident,Campus resident session
study4_memory_data.csv,148,21,Female,Year 2,Campus session
study4_memory_data.csv,149,25,Female,Resident,Campus resident session
study4_memory_data.csv,150,19,Female,Year 3,Campus session
study4_memory_data.csv,151,20,Female,Year 1,Online/network test
study4_memory_data.csv,152,20,Female,Year 3,Campus session
study4_memory_data.csv,153,22,Male,Year 2,Campus session
study4_memory_data.csv,154,20,Male,Year 2,Campus session
study4_memory_data.csv,155,33,Female,Resident,Campus resident session
study4_memory_data.csv,156,21,Male,Year 2,Campus session
study4_memory_data.csv,157,20,Female,Year 1,Campus session
study4_memory_data.csv,158,20,Male,Year 2,Campus session
study4_memory_data.csv,159,18,Female,Year 3,Campus session
study4_memory_data.csv,160,40,Prefer not to say,Resident,Campus resident session
study4_memory_data.csv,161,19,Female,Year 1,Online/network test
study4_memory_data.csv,162,19,Male,Year 2,Online/network test
study4_memory_data.csv,163,21,Female,Year 3,Online/network test
study4_memory_data.csv,164,19,Male,Year 3,Online/network test
study4_memory_data.csv,165,21,Female,Year 1,Campus session
study4_memory_data.csv,166,32,Male,Resident,Campus resident session
study4_memory_data.csv,167,55,Female,Resident,Campus resident session
study4_memory_data.csv,168,28,Female,Resident,Campus resident session
study4_memory_data.csv,169,38,Female,Resident,Campus resident session
study4_memory_data.csv,170,21,Female,Year 3,Campus session
study4_memory_data.csv,171,43,Male,Resident,Campus resident session
study4_memory_data.csv,172,20,Male,Year 3,Online/network test
study4_memory_data.csv,173,53,Male,Resident,Campus resident session
study4_memory_data.csv,174,29,Female,Resident,Campus resident session
study4_memory_data.csv,175,52,Male,Resident,Campus resident session
study4_memory_data.csv,176,21,Female,Year 2,Online/network test
study4_memory_data.csv,177,42,Male,Resident,Campus resident session
study4_memory_data.csv,178,21,Male,Year 1,Online/network test
study4_memory_data.csv,179,19,Female,Year 3,Online/network test
study4_memory_data.csv,180,22,Prefer not to say,Year 2,Online/network test
study4_memory_data.csv,181,21,Female,Year 3,Campus session
study4_memory_data.csv,182,19,Male,Year 3,Online/network test
study4_memory_data.csv,183,34,Male,Resident,Campus resident session
study4_memory_data.csv,184,45,Female,Resident,Campus resident session
study4_memory_data.csv,185,43,Male,Resident,Campus resident session
study4_memory_data.csv,186,37,Female,Resident,Campus resident session
study4_memory_data.csv,187,19,Male,Year 1,Campus session
study4_memory_data.csv,188,42,Female,Resident,Campus resident session
study4_memory_data.csv,189,38,Female,Resident,Campus resident session
study4_memory_data.csv,190,20,Female,Year 2,Campus session
study4_memory_data.csv,191,43,Female,Resident,Campus resident session
study4_memory_data.csv,192,19,Female,Year 1,Campus session
study4_memory_data.csv,193,47,Female,Resident,Campus resident session
study4_memory_data.csv,194,20,Female,Year 3,Campus session
study4_memory_data.csv,195,21,Male,Year 1,Online/network test
study4_memory_data.csv,196,20,Female,Year 2,Campus session
study4_memory_data.csv,197,54,Male,Resident,Campus resident session
study4_memory_data.csv,198,32,Female,Resident,Campus resident session
study4_memory_data.csv,199,62,Male,Resident,Campus resident session
study4_memory_data.csv,200,25,Female,Resident,Campus resident session
study4_memory_data.csv,201,19,Female,Year 2,Online/network test
study4_memory_data.csv,202,21,Male,Year 3,Campus session
study4_memory_data.csv,203,20,Male,Year 1,Campus session
study4_memory_data.csv,204,21,Female,Year 2,Online/network test
study4_memory_data.csv,205,20,Female,Year 2,Online/network test
study4_memory_data.csv,206,18,Female,Year 1,Online/network test
study4_memory_data.csv,207,40,Female,Resident,Campus resident session
study4_memory_data.csv,208,21,Male,Year 3,Online/network test
study4_memory_data.csv,209,46,Female,Resident,Campus resident session
study4_memory_data.csv,210,18,Male,Year 2,Campus session
study4_memory_data.csv,211,19,Female,Year 1,Campus session
study4_memory_data.csv,212,43,Female,Resident,Campus resident session
study4_memory_data.csv,213,18,Male,Year 2,Campus session
study4_memory_data.csv,214,37,Female,Resident,Campus resident session
study4_memory_data.csv,215,21,Female,Year 2,Campus session
study4_memory_data.csv,216,21,Male,Year 1,Campus session
study4_memory_data.csv,217,40,Female,Resident,Campus resident session
study4_memory_data.csv,218,38,Female,Resident,Campus resident session
study4_memory_data.csv,219,19,Female,Year 3,Online/network test
study4_memory_data.csv,220,37,Female,Resident,Campus resident session
study4_memory_data.csv,221,48,Male,Resident,Campus resident session
study4_memory_data.csv,222,20,Male,Year 2,Online/network test
study4_memory_data.csv,223,21,Male,Year 3,Campus session
study4_memory_data.csv,224,20,Male,Year 1,Campus session
study4_memory_data.csv,225,18,Male,Year 3,Online/network test
study4_memory_data.csv,226,19,Female,Year 3,Campus session
study4_memory_data.csv,227,20,Male,Year 3,Campus session
study4_memory_data.csv,228,44,Female,Resident,Campus resident session
study4_memory_data.csv,229,21,Male,Year 2,Campus session
study4_memory_data.csv,230,37,Female,Resident,Campus resident session
study4_memory_data.csv,231,50,Female,Resident,Campus resident session
study4_memory_data.csv,232,19,Female,Year 2,Online/network test
study4_memory_data.csv,233,19,Female,Year 3,Campus session
study4_memory_data.csv,234,20,Female,Year 2,Campus session
study4_memory_data.csv,235,21,Female,Year 2,Campus session
study4_memory_data.csv,236,44,Male,Resident,Campus resident session
study4_memory_data.csv,237,21,Female,Year 1,Campus session
study4_memory_data.csv,238,21,Male,Year 2,Campus session
study4_memory_data.csv,239,48,Female,Resident,Campus resident session
study4_memory_data.csv,240,20,Female,Year 2,Campus session
study4_memory_data.csv,241,46,Female,Resident,Campus resident session
study4_memory_data.csv,242,22,Male,Year 1,Online/network test
study4_memory_data.csv,243,20,Male,Year 1,Online/network test
study4_memory_data.csv,244,35,Male,Resident,Campus resident session
study4_memory_data.csv,245,37,Female,Resident,Campus resident session
study4_memory_data.csv,246,47,Female,Resident,Campus resident session
study4_memory_data.csv,247,46,Female,Resident,Campus resident session
study4_memory_data.csv,248,18,Female,Year 1,Online/network test
study4_memory_data.csv,249,40,Male,Resident,Campus resident session
study4_memory_data.csv,250,42,Male,Resident,Campus resident session
study4_memory_data.csv,251,21,Female,Year 1,Online/network test
study4_memory_data.csv,252,20,Male,Year 2,Campus session
study4_memory_data.csv,253,20,Male,Year 2,Campus session
study4_memory_data.csv,254,21,Female,Year 1,Campus session
study4_memory_data.csv,255,21,Female,Year 2,Campus session
study4_memory_data.csv,256,20,Prefer not to say,Year 2,Online/network test
study4_memory_data.csv,257,52,Female,Resident,Campus resident session
study4_memory_data.csv,258,37,Female,Resident,Campus resident session
study4_memory_data.csv,259,20,Male,Year 1,Online/network test
study4_memory_data.csv,260,21,Male,Year 2,Online/network test
study4_memory_data.csv,261,20,Female,Year 3,Campus session
study4_memory_data.csv,262,22,Female,Year 3,Campus session
study4_memory_data.csv,263,47,Male,Resident,Campus resident session
study4_memory_data.csv,264,23,Male,Year 3,Campus session
study4_memory_data.csv,265,20,Male,Year 2,Online/network test
study4_memory_data.csv,266,18,Male,Year 3,Online/network test
study4_memory_data.csv,267,21,Female,Year 3,Campus session
study4_memory_data.csv,268,19,Female,Year 2,Campus session
study4_memory_data.csv,269,21,Male,Year 1,Campus session
study4_memory_data.csv,270,40,Female,Resident,Campus resident session
study4_memory_data.csv,271,40,Female,Resident,Campus resident session
study4_memory_data.csv,272,51,Male,Resident,Campus resident session
study4_memory_data.csv,273,49,Female,Resident,Campus resident session
study4_memory_data.csv,274,21,Female,Year 1,Campus session
study4_memory_data.csv,275,48,Female,Resident,Campus resident session
study4_memory_data.csv,276,52,Female,Resident,Campus resident session
study4_memory_data.csv,277,42,Female,Resident,Campus resident session
study4_memory_data.csv,278,21,Female,Year 3,Online/network test
study4_memory_data.csv,279,20,Female,Year 2,Campus session
study4_memory_data.csv,280,19,Female,Year 2,Campus session
study4_memory_data.csv,281,47,Female,Resident,Campus resident session
study4_memory_data.csv,282,39,Female,Resident,Campus resident session
study4_memory_data.csv,283,18,Male,Year 3,Campus session
study4_memory_data.csv,284,20,Female,Year 1,Online/network test
study4_memory_data.csv,285,22,Male,Year 3,Online/network test
study4_memory_data.csv,286,44,Female,Resident,Campus resident session
study4_memory_data.csv,287,40,Female,Resident,Campus resident session
study4_memory_data.csv,288,19,Female,Year 3,Campus session
study4_memory_data.csv,289,42,Male,Resident,Campus resident session
study4_memory_data.csv,290,19,Male,Year 2,Online/network test
study4_memory_data.csv,291,46,Female,Resident,Campus resident session
study4_memory_data.csv,292,34,Female,Resident,Campus resident session
study4_memory_data.csv,293,21,Male,Year 1,Campus session
study4_memory_data.csv,294,20,Male,Year 3,Campus session
study4_memory_data.csv,295,18,Female,Year 3,Campus session
study4_memory_data.csv,296,61,Male,Resident,Campus resident session
study4_memory_data.csv,297,34,Male,Resident,Campus resident session
study4_memory_data.csv,298,19,Male,Year 1,Campus session
study4_memory_data.csv,299,20,Male,Year 2,Online/network test
study4_memory_data.csv,300,32,Male,Resident,Campus resident session
study4_memory_data.csv,301,21,Male,Year 3,Campus session
study4_memory_data.csv,302,20,Male,Year 2,Online/network test
study4_memory_data.csv,303,52,Male,Resident,Campus resident session
study4_memory_data.csv,304,20,Male,Year 3,Online/network test
study4_memory_data.csv,305,21,Female,Year 1,Online/network test
study4_memory_data.csv,306,48,Female,Resident,Campus resident session
study4_memory_data.csv,307,21,Female,Year 1,Campus session
study4_memory_data.csv,308,46,Female,Resident,Campus resident session
study4_memory_data.csv,309,19,Male,Year 2,Online/network test
study4_memory_data.csv,310,20,Female,Year 1,Campus session
study4_memory_data.csv,311,19,Female,Year 1,Campus session
study4_memory_data.csv,312,20,Male,Year 3,Campus session
study4_memory_data.csv,313,45,Female,Resident,Campus resident session
study4_memory_data.csv,314,41,Male,Resident,Campus resident session
study4_memory_data.csv,315,21,Male,Year 3,Online/network test
study4_memory_data.csv,316,20,Female,Year 3,Online/network test
study4_memory_data.csv,317,20,Male,Year 2,Campus session
study4_memory_data.csv,318,34,Female,Resident,Campus resident session
study4_memory_data.csv,319,42,Female,Resident,Campus resident session
study4_memory_data.csv,320,21,Female,Year 3,Campus session
study4_memory_data.csv,321,21,Female,Year 1,Campus session
study4_memory_data.csv,322,36,Female,Resident,Campus resident session
study4_memory_data.csv,323,48,Male,Resident,Campus resident session
study4_memory_data.csv,324,21,Female,Year 1,Campus session
study4_memory_data.csv,325,40,Female,Resident,Campus resident session
study4_memory_data.csv,326,35,Female,Resident,Campus resident session
study4_memory_data.csv,327,39,Female,Resident,Campus resident session
study4_memory_data.csv,328,22,Male,Year 3,Online/network test
study4_memory_data.csv,329,20,Male,Year 2,Campus session
study4_memory_data.csv,330,20,Male,Year 3,Campus session
study4_memory_data.csv,331,45,Male,Resident,Campus resident session
study4_memory_data.csv,332,20,Female,Year 2,Campus session
study4_memory_data.csv,333,37,Male,Resident,Campus resident session
study4_memory_data.csv,334,18,Female,Year 1,Online/network test
study4_memory_data.csv,335,19,Female,Year 2,Campus session
study4_memory_data.csv,336,35,Female,Resident,Campus resident session
study4_memory_data.csv,337,21,Female,Year 1,Online/network test
study4_memory_data.csv,338,43,Prefer not to say,Resident,Campus resident session
study4_memory_data.csv,339,43,Female,Resident,Campus resident session
study4_memory_data.csv,340,38,Female,Resident,Campus resident session
study4_memory_data.csv,341,22,Female,Year 1,Campus session
study4_memory_data.csv,342,20,Female,Year 3,Campus session
study4_memory_data.csv,343,38,Male,Resident,Campus resident session
study4_memory_data.csv,344,18,Prefer not to say,Year 3,Campus session
study4_memory_data.csv,345,44,Female,Resident,Campus resident session
study4_memory_data.csv,346,29,Male,Resident,Campus resident session
study4_memory_data.csv,347,22,Female,Year 2,Campus session
study4_memory_data.csv,348,30,Female,Resident,Campus resident session
study4_memory_data.csv,349,19,Male,Year 2,Online/network test
study4_memory_data.csv,350,36,Female,Resident,Campus resident session
study4_memory_data.csv,351,19,Female,Year 3,Campus session
study4_memory_data.csv,352,40,Male,Resident,Campus resident session
study4_memory_data.csv,353,44,Male,Resident,Campus resident session
study4_memory_data.csv,354,53,Male,Resident,Campus resident session
study4_memory_data.csv,355,19,Male,Year 1,Campus session
study4_memory_data.csv,356,48,Male,Resident,Campus resident session
study4_memory_data.csv,357,40,Male,Resident,Campus resident session
study4_memory_data.csv,358,41,Female,Resident,Campus resident session
study4_memory_data.csv,359,19,Female,Year 2,Campus session
study4_memory_data.csv,360,35,Male,Resident,Campus resident session
study4_memory_data.csv,361,40,Female,Resident,Campus resident session
study4_memory_data.csv,362,20,Male,Year 3,Campus session
study4_memory_data.csv,363,39,Female,Resident,Campus resident session
study4_memory_data.csv,364,22,Female,Year 1,Online/network test
study4_memory_data.csv,365,19,Male,Year 3,Online/network test
study4_memory_data.csv,366,20,Female,Year 1,Campus session
study4_memory_data.csv,367,44,Male,Resident,Campus resident session
study4_memory_data.csv,368,20,Female,Year 1,Campus session
study4_memory_data.csv,369,18,Prefer not to say,Year 3,Campus session
study4_memory_data.csv,370,22,Male,Year 2,Online/network test
study4_memory_data.csv,371,19,Male,Year 3,Online/network test
study4_memory_data.csv,372,20,Male,Year 1,Campus session
study4_memory_data.csv,373,20,Male,Year 1,Online/network test
study4_memory_data.csv,374,35,Female,Resident,Campus resident session
study4_memory_data.csv,375,46,Female,Resident,Campus resident session
study4_memory_data.csv,376,22,Female,Year 1,Campus session
study4_memory_data.csv,377,21,Female,Year 3,Campus session
study4_memory_data.csv,378,20,Female,Year 2,Campus session
study4_memory_data.csv,379,23,Female,Year 3,Campus session
study4_memory_data.csv,380,21,Female,Year 2,Campus session
study4_memory_data.csv,381,19,Male,Year 3,Campus session
study4_memory_data.csv,382,19,Female,Year 2,Campus session
study4_memory_data.csv,383,20,Male,Year 3,Campus session
study4_memory_data.csv,384,20,Male,Year 1,Online/network test
study4_memory_data.csv,385,19,Male,Year 3,Online/network test
study4_memory_data.csv,386,54,Male,Resident,Campus resident session
study4_memory_data.csv,387,19,Female,Year 3,Campus session
study4_memory_data.csv,388,20,Male,Year 3,Campus session
study4_memory_data.csv,389,21,Female,Year 2,Campus session
study4_memory_data.csv,390,40,Female,Resident,Campus resident session
study4_memory_data.csv,391,20,Male,Year 1,Campus session
study4_memory_data.csv,392,20,Male,Year 3,Campus session
study4_memory_data.csv,393,19,Female,Year 1,Campus session
study4_memory_data.csv,394,45,Female,Resident,Campus resident session
study4_memory_data.csv,395,19,Female,Year 3,Campus session
study4_memory_data.csv,396,20,Male,Year 1,Online/network test
study4_memory_data.csv,397,18,Female,Year 1,Online/network test
study4_memory_data.csv,398,21,Male,Year 2,Online/network test
study4_memory_data.csv,399,20,Female,Year 2,Campus session
study4_memory_data.csv,400,19,Male,Year 3,Campus session
study4_memory_data.csv,401,19,Female,Year 3,Campus session
study4_memory_data.csv,402,21,Female,Year 1,Online/network test
study4_memory_data.csv,403,47,Male,Resident,Campus resident session
study4_memory_data.csv,404,38,Female,Resident,Campus resident session
study4_memory_data.csv,405,20,Female,Year 3,Campus session
study4_memory_data.csv,406,43,Female,Resident,Campus resident session
study4_memory_data.csv,407,19,Male,Year 1,Campus session
study4_memory_data.csv,408,20,Male,Year 3,Campus session
study4_memory_data.csv,409,19,Male,Year 3,Campus session
study4_memory_data.csv,410,42,Female,Resident,Campus resident session
study4_memory_data.csv,411,42,Male,Resident,Campus resident session
study4_memory_data.csv,412,18,Female,Year 3,Campus session
study4_memory_data.csv,413,21,Female,Year 1,Campus session
study4_memory_data.csv,414,19,Female,Year 2,Online/network test
study4_memory_data.csv,415,35,Female,Resident,Campus resident session
study4_memory_data.csv,416,20,Female,Year 1,Online/network test
study4_memory_data.csv,417,19,Female,Year 2,Campus session
study4_memory_data.csv,418,19,Female,Year 3,Online/network test
study4_memory_data.csv,419,18,Female,Year 2,Campus session
study4_memory_data.csv,420,43,Female,Resident,Campus resident session
study4_memory_data.csv,421,19,Female,Year 3,Campus session
study4_memory_data.csv,422,21,Female,Year 2,Campus session
study4_memory_data.csv,423,22,Male,Year 1,Campus session
study4_memory_data.csv,424,23,Female,Year 1,Campus session
study4_memory_data.csv,425,45,Female,Resident,Campus resident session
study4_memory_data.csv,426,21,Female,Year 2,Campus session
study4_memory_data.csv,427,21,Male,Year 1,Campus session
study4_memory_data.csv,428,53,Male,Resident,Campus resident session
study4_memory_data.csv,429,49,Male,Resident,Campus resident session
study4_memory_data.csv,430,21,Male,Year 2,Online/network test
study4_memory_data.csv,431,20,Male,Year 2,Online/network test
study4_memory_data.csv,432,21,Female,Year 1,Campus session
study4_memory_data.csv,433,20,Female,Year 1,Campus session
study4_memory_data.csv,434,58,Female,Resident,Campus resident session
study4_memory_data.csv,435,21,Female,Year 1,Online/network test
study4_memory_data.csv,436,18,Male,Year 1,Campus session
study4_memory_data.csv,437,21,Female,Year 3,Campus session
study4_memory_data.csv,438,34,Female,Resident,Campus resident session
study4_memory_data.csv,439,22,Female,Year 2,Online/network test
study4_memory_data.csv,440,21,Female,Year 3,Campus session
study4_memory_data.csv,441,21,Male,Year 1,Campus session
study4_memory_data.csv,442,48,Female,Resident,Campus resident session
study4_memory_data.csv,443,20,Female,Year 1,Campus session
study4_memory_data.csv,444,44,Female,Resident,Campus resident session
study4_memory_data.csv,445,59,Male,Resident,Campus resident session
study4_memory_data.csv,446,20,Female,Year 3,Online/network test
study4_memory_data.csv,447,20,Female,Year 2,Campus session
study4_memory_data.csv,448,35,Female,Resident,Campus resident session
study4_memory_data.csv,449,18,Female,Year 3,Campus session
study4_memory_data.csv,450,35,Female,Resident,Campus resident session
study4_memory_data.csv,451,23,Female,Year 2,Campus session
study4_memory_data.csv,452,37,Female,Resident,Campus resident session
study4_memory_data.csv,453,25,Male,Resident,Campus resident session
study4_memory_data.csv,454,18,Female,Year 3,Campus session
study4_memory_data.csv,455,37,Female,Resident,Campus resident session
study4_memory_data.csv,456,36,Male,Resident,Campus resident session
study4_memory_data.csv,457,21,Female,Year 3,Online/network test
study4_memory_data.csv,458,43,Female,Resident,Campus resident session
study4_memory_data.csv,459,19,Prefer not to say,Year 3,Online/network test
study4_memory_data.csv,460,44,Male,Resident,Campus resident session
study4_memory_data.csv,461,20,Male,Year 3,Online/network test
study4_memory_data.csv,462,19,Female,Year 2,Campus session
study4_memory_data.csv,463,21,Female,Year 3,Online/network test
study4_memory_data.csv,464,56,Female,Resident,Campus resident session
study4_memory_data.csv,465,49,Male,Resident,Campus resident session
study4_memory_data.csv,466,37,Male,Resident,Campus resident session
study4_memory_data.csv,467,33,Female,Resident,Campus resident session
study4_memory_data.csv,468,45,Female,Resident,Campus resident session
study4_memory_data.csv,469,22,Female,Year 2,Online/network test
study4_memory_data.csv,470,19,Female,Year 1,Online/network test
study4_memory_data.csv,471,21,Male,Year 1,Campus session
study4_memory_data.csv,472,31,Female,Resident,Campus resident session
study4_memory_data.csv,473,57,Female,Resident,Campus resident session
study4_memory_data.csv,474,18,Female,Year 3,Campus session
study4_memory_data.csv,475,52,Female,Resident,Campus resident session
study4_memory_data.csv,476,22,Female,Year 2,Online/network test
study4_memory_data.csv,477,20,Female,Year 1,Campus session
study4_memory_data.csv,478,38,Female,Resident,Campus resident session
study4_memory_data.csv,479,27,Female,Resident,Campus resident session
study4_memory_data.csv,480,52,Female,Resident,Campus resident session
study4_memory_data.csv,481,41,Female,Resident,Campus resident session
study4_memory_data.csv,482,19,Male,Year 2,Campus session
study4_memory_data.csv,483,19,Male,Year 1,Campus session
study4_memory_data.csv,484,19,Male,Year 3,Online/network test
study4_memory_data.csv,485,18,Female,Year 1,Campus session
study4_memory_data.csv,486,19,Female,Year 2,Campus session
study4_memory_data.csv,487,51,Male,Resident,Campus resident session
study4_memory_data.csv,488,26,Male,Resident,Campus resident session
study4_memory_data.csv,489,37,Female,Resident,Campus resident session
study4_memory_data.csv,490,42,Female,Resident,Campus resident session
study4_memory_data.csv,491,42,Male,Resident,Campus resident session
study4_memory_data.csv,492,39,Female,Resident,Campus resident session
study4_memory_data.csv,493,20,Female,Year 1,Campus session
study4_memory_data.csv,494,45,Prefer not to say,Resident,Campus resident session
study4_memory_data.csv,495,22,Female,Year 3,Campus session
study4_memory_data.csv,496,34,Male,Resident,Campus resident session
study4_memory_data.csv,497,40,Female,Resident,Campus resident session
